waveform,tau_ms,polarity,magnitude_v,accepted,first_active_spike_ms,first_detector_spike_ms,detector_spike_count,first_spike_phase,end_initiation_flag,max_vm_mv
exponential,0.1,-1,0.0,False,,,0,none,False,-79.96028892286104
exponential,0.1,-1,1000.0,False,,,0,none,False,-70.49564903766846
exponential,0.1,-1,1313.0324344878836,False,1.9872033459592215,1.9952922776019424,1,during_first_phase,True,32.51991321708532
exponential,0.1,-1,1724.0541740171786,False,1.620876863577843,1.6314421414811549,1,during_first_phase,True,32.27494317949509
exponential,0.1,-1,2263.7390492987734,False,1.456434234883922,1.4685562157299477,1,during_first_phase,True,32.17211523178791
exponential,0.1,-1,2972.362794946059,False,1.356603062363498,1.369971242870872,1,during_first_phase,True,32.10359885484179
exponential,0.1,-1,3902.808756829234,False,1.2878888772969919,1.3023410435137688,1,during_first_phase,True,32.015769887181676
exponential,0.1,-1,5124.51448332012,False,1.2371446610620962,1.2525426822070056,1,during_first_phase,True,31.833144564566055
exponential,0.1,-1,6728.653727602236,False,1.197937054107238,1.2141773903169144,1,during_first_phase,True,31.65572253958193
exponential,0.1,-1,8834.940584779548,False,1.16669888233522,1.183683788864685,1,during_first_phase,True,34.40735778081032
exponential,0.1,-1,11600.563544588897,False,1.141245574287373,1.158883599777864,1,during_first_phase,True,38.21962908674459
exponential,0.1,-1,15231.91619238295,False,1.120168337691421,1.1383718079686413,1,during_first_phase,True,44.243665781272064
exponential,0.1,-1,20000.0,False,1.1025066211394254,1.1211711278248397,1,during_first_phase,True,55.33046364453676
