"Distance [mm]","Voltage [V]"
59.6,50.000149157212
59.8,50.0001533003461
60,50.0001574417656
60.2,50.0001615814702
60.4,50.0001657194603
60.6,50.0001698557356
60.8,50.0001739902963
61,50.0001781231423
61.2,50.0001823564696
61.4,50.0001868649808
61.6,50.0001916175824
61.8,50.0001966142745
62,50.0002018550569
62.2,50.0002073399298
62.4,50.0002130688931
62.6,50.0002190419468
62.8,50.0002249522873
63,50.000230131793
63.2,50.0002356168199
63.4,50.0002414073683
63.6,50.0002475034378
63.8,50.0002539050287
64,50.0002606121408
64.2,50.0002676247743
64.4,50.000274942929
64.6,50.000282566605
64.8,50.0002904958023
65,50.0002987305209
65.2,50.0003072707608
65.4,50.000316116522
65.6,50.0003252678044
65.8,50.0003347246081
66,50.0003444869332
66.2,50.0003545547795
66.4,50.0003649281471
66.6,50.000375607036
66.8,50.0003865914462
67,50.0003978813777
67.2,50.0004094768304
67.4,50.0004213778045
67.6,50.0004335842998
67.8,50.0004460963165
68,50.0004589138544
68.2,50.0004720369136
68.4,50.0004854654941
68.6,50.0004991995959
68.8,50.0005132392189
69,50.0005275843633
69.2,50.0005422350289
69.4,50.0005571912159
69.6,50.0005724529241
69.8,50.0005880201536
70,50.0006064992482
70.2,50.0006256025187
70.4,50.0006451571454
70.6,50.0006651631284
70.8,50.0006856204678
71,50.0007065291635
71.2,50.0007278892155
71.4,50.0007497006238
71.6,50.0007719633884
71.8,50.0007936651365
72,50.0008159280354
72.2,50.0008394065689
72.4,50.0008641007371
72.6,50.0008900105398
72.8,50.0009171359772
73,50.0009454770491
73.2,50.0009750337557
73.4,50.0010058060969
73.6,50.0010377940728
73.8,50.0010709976832
74,50.0011054169282
74.2,50.0011410518079
74.4,50.0011786273966
74.6,50.0012174955083
74.8,50.0012574875007
75,50.0012986033736
75.2,50.0013408431271
75.4,50.0013842067612
75.6,50.0014299814059
75.8,50.0014783697321
76,50.0015281526245
76.2,50.0015789157594
76.4,50.0016326398447
76.6,50.0016884167626
76.8,50.0017459215924
77,50.0018038792264
77.2,50.0018639240506
77.4,50.0019271551616
77.6,50.0019935725593
77.8,50.002063176244
78,50.0021338912296
78.2,50.00220738092
78.4,50.0022837724026
78.6,50.0023630656774
78.8,50.0024452607444
79,50.0025303576036
79.2,50.002618356255
79.4,50.0027092566986
79.6,50.0028024698345
79.8,50.0029036788894
80,50.0030090356923
80.2,50.0031185402433
80.4,50.0032321925424
80.6,50.0033499925894
80.8,50.0034709182126
81,50.0035974489863
81.2,50.0037293477503
81.4,50.0038666145045
81.6,50.004009249249
81.8,50.0041572519837
82,50.0043115965607
82.2,50.0044683034042
82.4,50.0046303222124
82.6,50.0047975954028
82.8,50.0049700181809
83,50.0051475905465
83.2,50.0053303124997
83.4,50.0055181840405
83.6,50.0057117063191
83.8,50.0059176359106
84,50.0061276144039
84.2,50.0063411050499
84.4,50.0065581078484
84.6,50.0067786227996
84.8,50.0069973501573
85,50.0072083598863
85.2,50.0074405042959
85.4,50.0076757420888
85.6,50.0079086844535
85.8,50.0081386750266
86,50.0083687682094
86.2,50.0085991997115
86.4,50.0088299695326
86.6,50.0090607528617
86.8,50.0092764286419
87,50.0094812169389
87.2,50.0096751177526
87.4,50.0098569361105
87.6,50.0100360011679
87.8,50.0102027822151
88,50.0103561474803
88.2,50.0104980139663
88.4,50.0106226211195
88.6,50.010725315734
88.8,50.0108113367884
89,50.0108777983176
89.2,50.0109164091964
89.4,50.0109356717408
89.6,50.0109351722731
89.8,50.0109157568309
90,50.0108829658817
90.2,50.0108279914956
90.4,50.0107457197385
90.6,50.0106356690481
90.8,50.0104978394245
91,50.0103322308676
91.2,50.0101464397419
91.4,50.0099489823739
91.6,50.0097395389613
91.8,50.0095144385673
92,50.0092702808663
92.2,50.0090099304859
92.4,50.0087340982685
92.6,50.0084432378206
92.8,50.0081381489686
93,50.0078247983666
93.2,50.0075033554538
93.4,50.007174007474
93.6,50.0068375155655
93.8,50.0064920988349
94,50.0061453601975
94.2,50.0057972996533
94.4,50.0054479172021
94.6,50.005097212844
94.8,50.0047453745304
95,50.0043980832943
95.2,50.004049426334
95.4,50.0036994036497
95.6,50.0033484114764
95.8,50.0030047810726
96,50.0026642152749
96.2,50.0023261954067
96.4,50.0019907262487
96.6,50.0016583614476
96.8,50.0013294407312
97,50.0010039640995
97.2,50.0006819315525
97.4,50.0003659820157
97.6,50.0000532874513
97.8,49.9997434351276
98,49.9994495874002
98.2,49.9991493391982
98.4,49.9988425530101
98.6,49.9985419167237
98.8,49.9982430688766
99,49.9979460094688
99.2,49.9976507385004
99.4,49.9973572559713
99.6,49.9970655618815
99.8,49.9967756562309
100,49.9964872268083
100.2,49.9961973157739
100.4,49.9959062090334
100.6,49.9956139065869
100.8,49.9953204084344
101,49.9950257145758
101.2,49.9947289170212
101.4,49.9944290043128
101.6,49.9941259776076
101.8,49.993821404941
102,49.9935163715069
102.2,49.9932077956344
102.4,49.9928956773235
102.6,49.9925800165741
102.8,49.9922621142771
103,49.9919389201555
103.2,49.9916143721266
103.4,49.9912897369608
103.6,49.9909646796299
103.8,49.9906389422095
104,49.9903102296327
104.2,49.9899702107808
104.4,49.9896270773768
104.6,49.9892808294207
104.8,49.9889310000502
105,49.9885801660993
105.2,49.988230460162
105.4,49.9878818822381
105.6,49.987534837821
105.8,49.9871894015013
106,49.9868453896675
106.2,49.9864937806984
106.4,49.9861464512765
106.6,49.9858111097841
106.8,49.9854821221948
107,49.9851594885087
107.2,49.9848432087256
107.4,49.9845364554326
107.6,49.9842506911269
107.8,49.9839801782062
108,49.9837232198085
108.2,49.9834706910659
108.4,49.9832398288538
108.6,49.9830306331723
108.8,49.9828431040214
109,49.9826625831016
109.2,49.9824833062935
109.4,49.9823166280148
109.6,49.9822268553098
109.8,49.9821560121291
110,49.9820930301167
110.2,49.9820511029556
110.4,49.9820302306457
110.6,49.9820281293406
110.8,49.9820473815936
111,49.9820950300567
111.2,49.9821710747299
111.4,49.9822691563054
111.6,49.9823650367225
111.8,49.9824797709686
112,49.9826162019959
112.2,49.9827660423098
112.4,49.9829292919104
112.6,49.983107147919
112.8,49.9832997270483
113,49.983500443361
113.2,49.983709296857
113.4,49.9839262875363
113.6,49.9841516108533
113.8,49.9843833864306
114,49.9846153646924
114.2,49.9848467871927
114.4,49.9850723472864
114.6,49.9852985595017
114.8,49.9855254238387
115,49.9857529402975
115.2,49.9859807927888
115.4,49.9862089578909
115.6,49.9864325127886
115.8,49.9866504637494
116,49.9868628107732
116.2,49.9870695538601
116.4,49.9872720518775
116.6,49.9874693215062
116.8,49.9876599336301
117,49.9878438882489
117.2,49.9880211853628
117.4,49.9881918249717
117.6,49.9883558070757
117.8,49.9885131316746
118,49.9886637987686
118.2,49.9888090298958
118.4,49.9889564378811
118.6,49.9891022577776
118.8,49.9892461353811
119,49.9893785775991
119.2,49.9894970981917
119.4,49.9896128008319
119.6,49.9897278110458
119.8,49.9898428702022
120,49.9899540571495
120.2,49.9900623989537
120.4,49.9901659688616
120.6,49.9902647668732
120.8,49.9903587929885
121,49.9904480472077
121.2,49.9905325642904
121.4,49.9906123118466
121.6,49.9906933034914
121.8,49.9907702152052
122,49.9908418794752
122.2,49.9909115526805
122.4,49.9909792348211
122.6,49.9910449258971
122.8,49.9911086259083
123,49.991170334855
123.2,49.9912300527369
123.4,49.9912877795541
123.6,49.9913435194235
123.8,49.9913980281808
124,49.9914499548983
124.2,49.9915010840191
124.4,49.9915499662594
124.6,49.9915965977323
124.8,49.9916398657566
125,49.9916801745406
125.2,49.9917193601846
125.4,49.9917574226883
125.6,49.9917943620518
125.8,49.9918301782752
126,49.9918648713584
126.2,49.9918984413013
126.4,49.9919308881041
126.6,49.9919622117667
126.8,49.9919924122891
127,49.9920214896714
127.2,49.992049592073
127.4,49.9920773528893
127.6,49.9921043315394
127.8,49.9921305280234
128,49.9921559423412
128.2,49.9921805744927
128.4,49.9922044244781
128.6,49.9922274922973
128.8,49.9922497779502
129,49.9922709618189
129.2,49.9922906124498
129.4,49.9923098010878
129.6,49.9923285277329
129.8,49.9923467923851
130,49.9923645950443
130.2,49.9923819357106
130.4,49.992398814384
130.6,49.9924152310644
130.8,49.992431185752
131,49.9924466784466
131.2,49.9924617091483
131.4,49.9924762378855
131.6,49.9924901614965
131.8,49.9925037543633
132,49.9925170164857
132.2,49.9925299478639
132.4,49.9925425484978
132.6,49.9925548183874
132.8,49.9925667575328
133,49.9925783659338
133.2,49.9925896435906
133.4,49.992600590503
133.6,49.9926112066713
133.8,49.9926214920952
134,49.9926314467748
134.2,49.9926410707101
134.4,49.9926503639012
134.6,49.992659326348
134.8,49.9926679580504
135,49.9926762590086
135.2,49.9926842292225
135.4,49.9926917961844
135.6,49.9926988805555
135.8,49.9927056037315
136,49.9927123404077
136.2,49.9927192019501
136.4,49.9927256536288
136.6,49.9927319292868
136.8,49.9927380883508
137,49.9927441308209
137.2,49.9927500566969
137.4,49.9927558659789
137.6,49.9927615586669
137.8,49.9927671347609
138,49.9927725942609
138.2,49.9927779371668
138.4,49.9927831634788
138.6,49.9927882731968
138.8,49.9927932663207
139,49.9927981428507
139.2,49.9928029027867
139.4,49.9928075461286
139.6,49.9928120728766
139.8,49.9928164830305
140,49.9928207765904
140.2,49.9928249535564
140.4,49.9928290139283
140.6,49.9928329577062
140.8,49.9928367848901
141,49.99284049548
141.2,49.9928440894759
141.4,49.9928475668778
141.6,49.9928509276857
141.8,49.9928541718996
142,49.9928572995195
142.2,49.9928603105453
142.4,49.9928632049772
142.6,49.9928659828151
142.8,49.992868644059
143,49.9928711887088
143.2,49.9928736167647
143.4,49.9928759282265
143.6,49.9928781230943
143.8,49.9928804489601
144,49.9928827164298
144.2,49.9928848710175
144.4,49.9928869343838
144.6,49.99288902508
144.8,49.9928910932129
145,49.9928931387826
145.2,49.992895161789
145.4,49.9928971622322
145.6,49.9928991401121
145.8,49.9929010954288
146,49.9929030197267
146.2,49.9929048673689
146.4,49.9929066849965
146.6,49.9929084726095
146.8,49.9929102302079
147,49.9929119577918
147.2,49.9929136553611
147.4,49.9929153229158
147.6,49.9929168911525
147.8,49.9929184021958
148,49.9929198797037
148.2,49.9929213236763
148.4,49.9929227341134
148.6,49.9929241110151
148.8,49.9929254543814
149,49.9929267642124
149.2,49.9929280405079
149.4,49.9929292832681
149.6,49.9929304924928
149.8,49.9929316681822
150,49.9929328103361
150.2,49.9929339189546
150.4,49.9929349940378
150.6,49.9929360355856
150.8,49.9929370435979
151,49.9929380180749
151.2,49.9929389590165
151.4,49.9929398664227
151.6,49.9929407402934
151.8,49.9929415806288
152,49.9929423874288
152.2,49.9929431606934
152.4,49.9929439004226
152.6,49.9929446066164
152.8,49.9929452792748
153,49.9929459183978
153.2,49.9929465239854
153.4,49.9929470960376
153.6,49.9929476345544
153.8,49.9929481395358
154,49.9929486109818
154.2,49.9929490488924
154.4,49.9929494761794
154.6,49.9929499392429
154.8,49.9929503970825
155,49.9929508496983
155.2,49.9929512970904
155.4,49.9929517392586
155.6,49.992952176203
155.8,49.9929526079237
156,49.9929530344205
156.2,49.9929534556936
156.4,49.9929538717428
156.6,49.9929542825683
156.8,49.99295468817
157,49.9929550885478
157.2,49.9929554837019
157.4,49.9929558736321
157.6,49.9929562583386
157.8,49.9929566378213
158,49.9929570120802
158.2,49.9929573811153
158.4,49.9929577119228
158.6,49.9929580229473
158.8,49.9929583298172
159,49.9929586325324
159.2,49.9929589310931
159.4,49.9929592254991
159.6,49.9929595157505
159.8,49.9929598018473
160,49.9929600837895
160.2,49.9929603615771
160.4,49.9929606352101
160.6,49.9929609046885
160.8,49.9929611700122
161,49.9929614311814
161.2,49.9929616881959
161.4,49.9929619410559
161.6,49.9929621897612
161.8,49.9929624343119
162,49.9929626747079
162.2,49.9929629109494
162.4,49.9929631430363
162.6,49.9929633709686
162.8,49.9929635947462
163,49.9929638143693
163.2,49.9929640298377
163.4,49.9929642411515
163.6,49.9929644483107
163.8,49.9929646513153
164,49.9929648501653
164.2,49.9929650448606
164.4,49.9929652085748
164.6,49.9929653502863
164.8,49.9929654900902
165,49.9929656279868
165.2,49.992965763976
165.4,49.9929658980577
165.6,49.9929660302321
165.8,49.9929661604991
166,49.9929662888585
166.2,49.9929664153106
166.4,49.9929665398553
166.6,49.9929666624926
166.8,49.9929667832224
167,49.9929669020448
167.2,49.9929670189599
167.4,49.9929671339675
167.6,49.9929672470676
167.8,49.9929673582604
168,49.9929674675457
168.2,49.9929675749236
168.4,49.9929676803942
168.6,49.9929677839573
168.8,49.992967885613
169,49.9929679853612
169.2,49.9929680832021
169.4,49.9929681791355
169.6,49.9929682731615
169.8,49.9929683652801
170,49.9929684554913
170.2,49.9929685437951
170.4,49.9929686301914
170.6,49.9929687146803
170.8,49.9929687972619
171,49.992968877936
171.2,49.9929689567027
171.4,49.9929690335619
171.6,49.9929691085138
171.8,49.9929691815582
172,49.9929692526952
172.2,49.9929693219249
172.4,49.992969389247
172.6,49.9929694546618
172.8,49.9929695181691
173,49.9929695797691
173.2,49.9929696394616
173.4,49.9929696972467
173.6,49.9929697531244
173.8,49.9929698070947
174,49.9929698591575
174.2,49.992969909313
174.4,49.992969957561
174.6,49.9929700039016
174.8,49.9929700483348
175,49.9929700908606
175.2,49.9929701314789
175.4,49.9929701701899
175.6,49.9929702035953
175.8,49.9929702329675
176,49.9929702604865
176.2,49.9929702861524
176.4,49.9929703099652
176.6,49.9929703319248
176.8,49.9929703520312
177,49.9929703702845
177.2,49.9929703866846
177.4,49.9929704012316
177.6,49.9929704139255
177.8,49.9929704247662
178,49.9929704337538
178.2,49.9929704408882
178.4,49.9929704461695
178.6,49.9929704495976
178.8,49.9929704511727
179,49.9929704569735
179.2,49.9929704782838
179.4,49.9929704993694
179.6,49.9929705202301
179.8,49.9929705408661
180,49.9929705612774
180.2,49.9929705814639
180.4,49.9929706014256
180.6,49.9929706211625
180.8,49.9929706406747
181,49.9929706599621
181.2,49.9929706790247
181.4,49.9929706978626
181.6,49.9929707164757
181.8,49.992970734864
182,49.9929707530276
182.2,49.9929707709664
182.4,49.9929707886804
182.6,49.9929708061697
182.8,49.9929708234342
183,49.9929708404739
183.2,49.9929708572889
183.4,49.9929708738791
183.6,49.9929708902445
183.8,49.9929709063852
184,49.9929709223011
184.2,49.9929709379922
184.4,49.9929709534586
184.6,49.992970967795
184.8,49.9929709811063
185,49.9929709944107
185.2,49.9929710077082
185.4,49.9929710209988
185.6,49.9929710342824
185.8,49.9929710475592
186,49.992971060829
186.2,49.9929710740919
186.4,49.9929710873479
186.6,49.9929711005969
186.8,49.992971113839
187,49.9929711266782
187.2,49.9929711355301
187.4,49.9929711442289
187.6,49.9929711527745
187.8,49.992971161167
188,49.9929711694064
188.2,49.9929711774926
188.4,49.9929711854257
188.6,49.9929711932056
188.8,49.9929712008324
189,49.9929712083061
189.2,49.9929712156266
189.4,49.992971222794
189.6,49.9929712298083
189.8,49.9929712366694
190,49.9929712433774
190.2,49.9929712499322
190.4,49.9929712563339
190.6,49.9929712625825
190.8,49.992971268678
191,49.9929712746203
191.2,49.9929712804094
191.4,49.9929712860455
191.6,49.9929712915284
191.8,49.9929712968581
192,49.9929713020347
192.2,49.9929713070582
192.4,49.9929713119286
192.6,49.9929713166458
192.8,49.9929713212098
193,49.9929713256208
193.2,49.9929713298786
193.4,49.9929713339832
193.6,49.9929713379348
193.8,49.9929713417332
194,49.9929713453784
194.2,49.9929713488705
194.4,49.9929713522095
194.6,49.9929713553954
194.8,49.9929713584281
195,49.9929713613076
195.2,49.9929713640341
195.4,49.9929713666074
195.6,49.9929713690275
195.8,49.9929713712946
196,49.9929713734084
196.2,49.9929713753692
196.4,49.9929713771768
196.6,49.9929713788313
196.8,49.9929713803326
197,49.9929713816808
197.2,49.9929713828759
197.4,49.9929713839178
197.6,49.9929713848067
197.8,49.9929713855423
198,49.9929713861248
198.2,49.9929713865542
198.4,49.9929713868305
198.6,49.9929713869536
198.8,49.9929713869235
199,49.9929713867404
199.2,49.9929713864041
199.4,49.9929713859147
199.6,49.9929713852721
199.8,49.9929713844764
200,49.9929713835275
