waveform,tau_ms,polarity,magnitude_v,accepted,first_active_spike_ms,first_detector_spike_ms,detector_spike_count,first_spike_phase,end_initiation_flag,max_vm_mv
exponential,0.1,-1,0.0,False,,,0,none,False,-79.96028892286104
exponential,0.1,-1,1000.0,False,,,0,none,False,-70.49564899836672
exponential,0.1,-1,1313.0324344878836,False,1.9872033410621528,1.995292272737571,1,during_first_phase,True,32.51991320010145
exponential,0.1,-1,1724.0541740171786,False,1.6208768619351401,1.6314421398127297,1,during_first_phase,True,32.27494318755034
exponential,0.1,-1,2263.7390492987734,False,1.45643423394715,1.4685562148110212,1,during_first_phase,True,32.17211523505004
exponential,0.1,-1,2972.362794946059,False,1.3566030617535803,1.369971242278627,1,during_first_phase,True,32.10359885219678
exponential,0.1,-1,3902.808756829234,False,1.2878888768652337,1.3023410430772233,1,during_first_phase,True,32.01576988756798
exponential,0.1,-1,5124.51448332012,False,1.2371446607204961,1.252542681880411,1,during_first_phase,True,31.833144561268945
exponential,0.1,-1,6728.653727602236,False,1.1979370538494165,1.2141773900558832,1,during_first_phase,True,31.655722558035407
exponential,0.1,-1,8834.940584779548,False,1.1666988821249873,1.1836837886594267,1,during_first_phase,True,34.40735780463473
exponential,0.1,-1,11600.563544588897,False,1.1412455741109608,1.1588835996100553,1,during_first_phase,True,38.219629121725276
exponential,0.1,-1,15231.91619238295,False,1.1201683375440643,1.1383718078265366,1,during_first_phase,True,44.24366584099606
exponential,0.1,-1,20000.0,False,1.1025066210170835,1.1211711277039729,1,during_first_phase,True,55.33046375932247
