waveform,tau_ms,polarity,magnitude_v,accepted,first_active_spike_ms,first_detector_spike_ms,detector_spike_count,first_spike_phase,end_initiation_flag,max_vm_mv
exponential,0.3,-1,0.0,False,,,0,none,False,-79.96028892286104
exponential,0.3,-1,1000.0,False,,,0,none,False,-70.60662595235222
exponential,0.3,-1,1313.0324344878836,False,2.390872699423206,2.397912837829237,1,during_first_phase,True,32.73697912964312
exponential,0.3,-1,1724.0541740171786,False,1.9024959907405237,1.9122285090358246,1,during_first_phase,True,32.443444838982
exponential,0.3,-1,2263.7390492987734,False,1.677917877069267,1.6891121607122626,1,during_first_phase,True,32.27814895025241
exponential,0.3,-1,2972.362794946059,False,1.537811836260666,1.550109105249868,1,during_first_phase,True,32.13914518799785
exponential,0.3,-1,3902.808756829234,False,1.4394235671696474,1.4526569316023599,1,during_first_phase,True,31.977938660214043
exponential,0.3,-1,5124.51448332012,False,1.3657145202442038,1.3797812964046798,1,during_first_phase,True,31.73550171533425
exponential,0.3,-1,6728.653727602236,False,1.3081869408712827,1.3230123613439124,1,during_first_phase,True,31.29711787854927
exponential,0.3,-1,8834.940584779548,False,1.2619945469303768,1.2775324085683921,1,during_first_phase,True,30.723627023208135
exponential,0.3,-1,11600.563544588897,False,1.224137517098165,1.2403220872014913,1,during_first_phase,True,32.89328357690801
exponential,0.3,-1,15231.91619238295,False,1.1926157898233878,1.209398104375106,1,during_first_phase,True,35.8021005719791
exponential,0.3,-1,20000.0,False,1.1660435832725566,1.1833775752914772,1,during_first_phase,True,40.41017999905339
