waveform,tau_ms,polarity,magnitude_v,accepted,first_active_spike_ms,first_detector_spike_ms,detector_spike_count,first_spike_phase,end_initiation_flag,max_vm_mv
exponential,0.3,1,0.0,False,,,0,none,False,-79.96028892286104
exponential,0.3,1,1000.0,False,,,0,none,False,-70.62564975334332
exponential,0.3,1,1313.0324344878836,False,2.394192142916393,2.772861257752064,1,during_first_phase,True,32.73760371726927
exponential,0.3,1,1724.0541740171786,False,1.9036850994012011,2.290470233604287,1,during_first_phase,True,32.44374714709559
exponential,0.3,1,2263.7390492987734,False,1.6786198887361394,2.071824224171149,1,during_first_phase,True,32.277406989428876
exponential,0.3,1,2972.362794946059,False,1.5382925588589904,1.938161611853527,1,during_first_phase,True,32.140327849393046
exponential,0.3,1,3902.808756829234,False,1.4397773796638567,1.8472222065862407,1,during_first_phase,True,31.97962522245297
exponential,0.3,1,5124.51448332012,False,1.3659869919098133,1.782545832756526,1,during_first_phase,True,31.73793806558609
exponential,0.3,1,6728.653727602236,False,1.3084133295426883,1.7364717566595298,1,during_first_phase,True,31.30131844975071
exponential,0.3,1,8834.940584779548,False,1.262183259038481,1.7055850746320338,1,during_first_phase,True,30.71277045867384
exponential,0.3,1,11600.563544588897,False,1.2242944631357593,1.6897208610942978,1,during_first_phase,True,32.8789682840878
exponential,0.3,1,15231.91619238295,False,1.1927458557795811,1.6943255816263674,1,during_first_phase,True,35.78122038996565
exponential,0.3,1,20000.0,False,1.1661582503130876,1.7735363454373048,1,during_first_phase,True,40.373290995957554
