waveform,tau_ms,polarity,magnitude_v,accepted,first_active_spike_ms,first_detector_spike_ms,detector_spike_count,first_spike_phase,end_initiation_flag,max_vm_mv
exponential,1.0,1,0.0,False,,,0,none,False,-79.96028892286104
exponential,1.0,1,1000.0,False,,,0,none,False,-71.43376470897007
exponential,1.0,1,1313.0324344878836,False,,,0,none,False,-62.550902453670105
exponential,1.0,1,1724.0541740171786,False,2.4935850831342705,2.877148115450275,1,during_first_phase,True,32.724427840683916
exponential,1.0,1,2263.7390492987734,False,2.1292354209423303,2.517977405553661,1,during_first_phase,True,32.50421118381366
exponential,1.0,1,2972.362794946059,False,1.8943838275416593,2.288058680539812,1,during_first_phase,True,32.319155722627656
exponential,1.0,1,3902.808756829234,False,1.727991904192133,2.126968961825177,1,during_first_phase,True,32.1383224949255
exponential,1.0,1,5124.51448332012,False,1.6034343695708346,2.0084565229820077,1,during_first_phase,True,31.93170944303457
exponential,1.0,1,6728.653727602236,False,1.5067038994632278,1.9189333177811587,1,during_first_phase,True,31.658832606214414
exponential,1.0,1,8834.940584779548,False,1.4295974543765126,1.8507537413468378,1,during_first_phase,True,31.237194251509354
exponential,1.0,1,11600.563544588897,False,1.366899051837325,1.799587124172508,1,during_first_phase,True,30.49229663729168
exponential,1.0,1,15231.91619238295,False,1.315128533533366,1.7635426275504325,1,during_first_phase,True,30.001725522800132
exponential,1.0,1,20000.0,False,1.2718394691875354,1.7436813501000015,1,during_first_phase,True,31.77341481487971
