position_mm,potential_mv_at_reference_drive
1.471097330999992892e+02,-3.575377237592536783e+00
1.471345999999992955e+02,-3.575166171162044382e+00
1.471365999999992766e+02,-3.575149195469015773e+00
1.471385999999992862e+02,-3.575132219775986275e+00
1.471634668999992641e+02,-3.574921153345494762e+00
1.472719864999992865e+02,-3.574010858868379437e+00
1.474422918999992760e+02,-3.572611892753218665e+00
1.476125972999992655e+02,-3.571280099274500852e+00
1.477829026999992550e+02,-3.569993405105402751e+00
1.479532080999992445e+02,-3.568732400411067651e+00
1.481235134999992624e+02,-3.567494972852575774e+00
1.482320330999992564e+02,-3.566716847437754634e+00
1.482568999999992343e+02,-3.566541481446089179e+00
1.482588999999992438e+02,-3.566527377075084715e+00
1.482608999999992534e+02,-3.566513272704080251e+00
1.482857668999992597e+02,-3.566337906712414796e+00
1.483942864999992537e+02,-3.565572606362586772e+00
1.485645918999992432e+02,-3.564399179365964176e+00
1.487348972999992327e+02,-3.563249329566617885e+00
1.489052026999992222e+02,-3.562123056912222641e+00
1.490755080999992401e+02,-3.561020361460279116e+00
1.492458134999992296e+02,-3.559941243229975960e+00
1.493543330999992236e+02,-3.559266924031654789e+00
1.493791999999992299e+02,-3.559112406063723366e+00
1.493811999999992395e+02,-3.559099978461735869e+00
1.493831999999992206e+02,-3.559087550859748372e+00
1.494080668999992270e+02,-3.558934385529143096e+00
1.495165864999992209e+02,-3.558278262622038390e+00
1.496868918999992104e+02,-3.557263144868776372e+00
1.498571972999991999e+02,-3.556271604302714717e+00
1.500275026999992178e+02,-3.555303640990186587e+00
1.501978080999992073e+02,-3.554359622406154440e+00
1.503681134999991968e+02,-3.553443792500070142e+00
1.504766330999992192e+02,-3.552873304114496644e+00
1.505014999999991971e+02,-3.552743803789887966e+00
1.505034999999992067e+02,-3.552733388311914542e+00
1.505054999999991878e+02,-3.552722972833941562e+00
1.505303668999991942e+02,-3.552593472509332440e+00
1.506388864999991881e+02,-3.552034851148637706e+00
1.508091918999991776e+02,-3.551178042726200523e+00
1.509794972999991955e+02,-3.550348249246433330e+00
1.511498026999991851e+02,-3.549543574239491850e+00
1.513201080999991746e+02,-3.548762476426288170e+00
1.514904134999991925e+02,-3.548004955856759679e+00
1.515989330999991864e+02,-3.547530795364474798e+00
1.516237999999991644e+02,-3.547426133788281533e+00
1.516257999999991739e+02,-3.547417730434251126e+00
1.516277999999991835e+02,-3.547409327080220720e+00
1.516526668999991614e+02,-3.547304844398051493e+00
1.517611864999991553e+02,-3.546848880089032541e+00
1.519314918999991733e+02,-3.546155359976429278e+00
1.521017972999991628e+02,-3.545485417058864996e+00
1.522721026999991523e+02,-3.544839051336143410e+00
1.524424080999991702e+02,-3.544216262812204921e+00
1.526127134999991597e+02,-3.543617051489635017e+00
1.527212330999991536e+02,-3.543252068386098408e+00
1.527460999999991600e+02,-3.543168433740031098e+00
1.527480999999991411e+02,-3.543161707156012863e+00
1.527500999999991507e+02,-3.543154980571993740e+00
1.527749668999991286e+02,-3.543071345925926874e+00
1.528834864999991510e+02,-3.542720361588348243e+00
1.530537918999991405e+02,-3.542185150760615908e+00
1.532240972999991300e+02,-3.541673517131015636e+00
1.533944026999991479e+02,-3.541186399242365557e+00
1.535647080999991374e+02,-3.540726899108140202e+00
1.537350134999991269e+02,-3.540290976170992643e+00
1.538435330999991209e+02,-3.540024273772597763e+00
1.538683999999991272e+02,-3.539965656769853641e+00
1.538703999999991083e+02,-3.539960942309849035e+00
1.538723999999991179e+02,-3.539956227849844428e+00
1.538972668999991242e+02,-3.539897610847099862e+00
1.540057864999991182e+02,-3.539642775453109014e+00
1.541760918999991077e+02,-3.539269882753430352e+00
1.543463972999991256e+02,-3.538904766386670619e+00
1.545167026999991151e+02,-3.538520043898792267e+00
1.546870080999991046e+02,-3.538128005431778966e+00
1.548573134999990941e+02,-3.537739639619261300e+00
1.549658330999990881e+02,-3.537494051190957833e+00
1.549906999999990944e+02,-3.537437775431668374e+00
1.549926999999991040e+02,-3.537433249273659985e+00
1.549946999999990851e+02,-3.537428723115651596e+00
1.550195668999990914e+02,-3.537372958414844337e+00
1.551280864999990854e+02,-3.537130204357957552e+00
1.552983918999991033e+02,-3.536751807853283580e+00
1.554686972999990928e+02,-3.536377083997848114e+00
1.556390026999990823e+02,-3.536006032737652127e+00
1.558093080999990718e+02,-3.535638654027807970e+00
1.559796134999990613e+02,-3.535275480483706545e+00
1.560881330999990837e+02,-3.535046366076992630e+00
1.561129999999990616e+02,-3.534993987296745743e+00
1.561149999999990712e+02,-3.534989774565746146e+00
1.561169999999990523e+02,-3.534985561834746548e+00
1.561418668999990587e+02,-3.534933183054499661e+00
1.562503864999990526e+02,-3.534705917183972534e+00
1.564206918999990421e+02,-3.534352180500590634e+00
1.565909972999990600e+02,-3.534002351495187266e+00
1.567613026999990495e+02,-3.533656735552187733e+00
1.569316080999990390e+02,-3.533314792290351836e+00
1.571019134999990570e+02,-3.532976521613098164e+00
1.572104330999990509e+02,-3.532762384298002267e+00
1.572352999999990288e+02,-3.532713902521534166e+00
1.572372999999990384e+02,-3.532710003219532879e+00
1.572392999999990479e+02,-3.532706103917531593e+00
1.572641668999990259e+02,-3.532657622141063936e+00
1.573726864999990198e+02,-3.532446046794334382e+00
1.575429918999990377e+02,-3.532117745432626243e+00
1.577132972999990272e+02,-3.531793116672387711e+00
1.578836026999990167e+02,-3.531472160528173365e+00
1.580539080999990347e+02,-3.531154876996152936e+00
1.582242134999990242e+02,-3.530845261760373610e+00
1.583327330999990181e+02,-3.530665766275106865e+00
1.583575999999990245e+02,-3.530624635490598351e+00
1.583595999999990340e+02,-3.530621327415646604e+00
1.583615999999990152e+02,-3.530618019340694858e+00
1.583864668999989931e+02,-3.530576888556185899e+00
1.584949864999990155e+02,-3.530406788658095874e+00
1.586652918999990050e+02,-3.530143299207074037e+00
1.588355972999989945e+02,-3.529882730682059933e+00
1.590059026999990124e+02,-3.529625083129413810e+00
1.591762080999990019e+02,-3.529370850632464585e+00
1.593465134999989914e+02,-3.529119661733484126e+00
1.594550330999990138e+02,-3.528961060829330254e+00
1.594798999999989917e+02,-3.528924972566661378e+00
1.594818999999989728e+02,-3.528922070052663340e+00
1.594838999999989824e+02,-3.528919167538665302e+00
1.595087668999989887e+02,-3.528883079275996426e+00
1.596172864999989827e+02,-3.528725948539449320e+00
1.597875918999989722e+02,-3.528482329389989847e+00
1.599578972999989901e+02,-3.528241990241316017e+00
1.601282026999989796e+02,-3.528004572000944972e+00
1.602985080999989691e+02,-3.527770074665377287e+00
1.604688134999989870e+02,-3.527538498238005804e+00
1.605773330999989525e+02,-3.527392279797824326e+00
1.606021999999989589e+02,-3.527358820037556963e+00
1.606041999999989685e+02,-3.527356166800566850e+00
1.606061999999989780e+02,-3.527353513563576737e+00
1.606310668999989559e+02,-3.527320524674121938e+00
1.607395864999989499e+02,-3.527176560565685737e+00
1.609098918999989678e+02,-3.526952913002139312e+00
1.610801972999989573e+02,-3.526732186356734911e+00
1.612505026999989468e+02,-3.526514380637538082e+00
1.614208080999989647e+02,-3.526299495773889348e+00
1.615911134999989542e+02,-3.526087716497485314e+00
1.616996330999989482e+02,-3.525954839178624400e+00
1.617244999999989545e+02,-3.525924433089874466e+00
1.617264999999989357e+02,-3.525921987582895323e+00
1.617284999999989452e+02,-3.525919542075916180e+00
1.617533668999989231e+02,-3.525889135987166245e+00
1.618618864999989455e+02,-3.525757728866692808e+00
1.620321918999989350e+02,-3.525553693888736184e+00
1.622024972999989529e+02,-3.525352579745569148e+00
1.623728026999989709e+02,-3.525154951486209498e+00
1.625431080999989888e+02,-3.524960296006483862e+00
1.627134134999989783e+02,-3.524768561494533436e+00
1.628219330999990007e+02,-3.524647595823172441e+00
1.628467999999989786e+02,-3.524620289095268699e+00
1.628487999999989881e+02,-3.524618092864302721e+00
1.628507999999989693e+02,-3.524615896633336742e+00
1.628756668999989756e+02,-3.524588589905432556e+00
1.629841864999989696e+02,-3.524469422852464895e+00
1.631544918999989875e+02,-3.524285617187648878e+00
1.633247972999990054e+02,-3.524104732442872479e+00
1.634951026999990233e+02,-3.523926768604637161e+00
1.636654080999990128e+02,-3.523751725674356461e+00
1.638357134999990308e+02,-3.523579603654836134e+00
1.639442330999990531e+02,-3.523471708040837758e+00
1.639690999999990311e+02,-3.523446984125123471e+00
1.639710999999990406e+02,-3.523444995625092169e+00
1.639730999999990217e+02,-3.523443007125060866e+00
1.639979668999990281e+02,-3.523418283209346580e+00
1.641064864999990220e+02,-3.523312599696276859e+00
1.642767918999990400e+02,-3.523158706879069513e+00
1.644470972999990295e+02,-3.523024481154278131e+00
1.646174026999990474e+02,-3.522903975975771207e+00
1.647877080999990653e+02,-3.522784929178692792e+00
1.649580134999990833e+02,-3.522667389279538153e+00
1.650665330999990772e+02,-3.522593201385253447e+00
1.650913999999990835e+02,-3.522576293235581080e+00
1.650933999999990647e+02,-3.522574933343542103e+00
1.650953999999990742e+02,-3.522573573451503126e+00
1.651202668999990806e+02,-3.522556665301831202e+00
1.652287864999990745e+02,-3.522483152384287663e+00
1.653990918999990640e+02,-3.522368978200721035e+00
1.655693972999990820e+02,-3.522256419470825684e+00
1.657397026999990999e+02,-3.522145201742254983e+00
1.659100080999991178e+02,-3.522035325132708561e+00
1.660803134999991357e+02,-3.521926789549257641e+00
1.661888330999991297e+02,-3.521858176892513903e+00
1.662136999999991076e+02,-3.521842585190409824e+00
1.662156999999991172e+02,-3.521841339743357668e+00
1.662176999999991267e+02,-3.521840094296305512e+00
1.662425668999991331e+02,-3.521824609092655045e+00
1.663510864999990986e+02,-3.521757031384694425e+00
1.665213918999991165e+02,-3.521652135925716465e+00
1.666916972999991344e+02,-3.521548581517598642e+00
1.668620026999991524e+02,-3.521446368152558293e+00
1.670323080999991703e+02,-3.521345495777072010e+00
1.672026134999991882e+02,-3.521245964336210843e+00
1.673111330999991821e+02,-3.521183561445418331e+00
1.673359999999991601e+02,-3.521169262033652547e+00
1.673379999999991696e+02,-3.521168111957706959e+00
1.673399999999991792e+02,-3.521166961881761370e+00
1.673648668999991571e+02,-3.521152662469995587e+00
1.674733864999991511e+02,-3.521090959500968065e+00
1.676436918999991690e+02,-3.520995068379010995e+00
1.678139972999991869e+02,-3.520900518203812002e+00
1.679843026999992048e+02,-3.520807458824008140e+00
1.681546080999992228e+02,-3.520715873937889651e+00
1.683249134999992407e+02,-3.520625629991417593e+00
1.684334330999992062e+02,-3.520568720721917177e+00
1.684582999999992126e+02,-3.520555844256172850e+00
1.684602999999992221e+02,-3.520554808625214083e+00
1.684622999999992317e+02,-3.520553772994255315e+00
1.684871668999992096e+02,-3.520540896528510988e+00
1.685956864999992035e+02,-3.520484703399814563e+00
1.687659918999992215e+02,-3.520398099688180960e+00
1.689362972999992394e+02,-3.520312837050957100e+00
1.691066026999992573e+02,-3.520228915380610779e+00
1.692769080999992752e+02,-3.520146334721341308e+00
1.694472134999992647e+02,-3.520065095115297193e+00
1.695557330999992587e+02,-3.520014076796058156e+00
1.695805999999992650e+02,-3.520002386120431925e+00
1.695825999999992746e+02,-3.520001445860437617e+00
