position_mm,potential_mv_at_reference_drive
3.942266690000074192e+01,3.526951779331864323e+00
3.953118650000073586e+01,3.527051231416675314e+00
3.970149190000073247e+01,3.527207244834585254e+00
3.987179730000073619e+01,3.527363172475845854e+00
4.004210270000073280e+01,3.527519014275945608e+00
4.021240810000073651e+01,3.527668152892197817e+00
4.038271350000073312e+01,3.527732987133251008e+00
4.049123310000073417e+01,3.527693494189794610e+00
4.051610000000073342e+01,3.527680936106974752e+00
4.051810000000073586e+01,3.527679926082981421e+00
4.052010000000073120e+01,3.527678916058988090e+00
4.054496690000073755e+01,3.527666357976168232e+00
4.065348650000073150e+01,3.527619868164576733e+00
4.082379190000072811e+01,3.527564032196437882e+00
4.099409730000073893e+01,3.527530970208463401e+00
4.116440270000073554e+01,3.527523462818254796e+00
4.133470810000073214e+01,3.527537811897945019e+00
4.150501350000072875e+01,3.527574017446529542e+00
4.161353310000072980e+01,3.527605658376156139e+00
4.163840000000072905e+01,3.527616292059804426e+00
4.164040000000073150e+01,3.527617147307836820e+00
4.164240000000072683e+01,3.527618002555869214e+00
4.166726690000073319e+01,3.527628636239517501e+00
4.177578650000072713e+01,3.527675041826705549e+00
4.194609190000072374e+01,3.527770576880056019e+00
4.211639730000073456e+01,3.527887968397263485e+00
4.228670270000073117e+01,3.528027216385930753e+00
4.245700810000072778e+01,3.528188320815898837e+00
4.262731350000073149e+01,3.528371281676695670e+00
4.273583310000073254e+01,3.528502028372418664e+00
4.276070000000072469e+01,3.528531988536369290e+00
4.276270000000072713e+01,3.528534398178419629e+00
4.276470000000072247e+01,3.528536807820469967e+00
4.278956690000073593e+01,3.528566767984420594e+00
4.289808650000072987e+01,3.528712761144514154e+00
4.306839190000072648e+01,3.528955051535627163e+00
4.323869730000073019e+01,3.529219198367922417e+00
4.340900270000072680e+01,3.529505201733825093e+00
4.357930810000072341e+01,3.529816277830740034e+00
4.374961350000072713e+01,3.530150609775478454e+00
4.385813310000072818e+01,3.530374733673062426e+00
4.388300000000072743e+01,3.530427885590230019e+00
4.388500000000072987e+01,3.530432160503240269e+00
4.388700000000072521e+01,3.530436435416250074e+00
4.391186690000073156e+01,3.530489587333417667e+00
4.402038650000072550e+01,3.530724712125763887e+00
4.419069190000072211e+01,3.531115204697291343e+00
