node,position_mm,crossing_time_ms,active_node
73,112.3453000000001,1.081700287951441,True
74,113.46760000000006,1.0992873853131713,True
75,114.58990000000004,1.1286920929903106,True
76,115.71220000000001,1.1755886494756154,True
76,115.71220000000001,3.7772748539768575,True
76,115.71220000000001,6.630284973616648,True
77,116.83449999999999,1.2443222806726022,True
77,116.83449999999999,3.779556012315702,True
77,116.83449999999999,6.640086351748685,True
78,117.95679999999996,1.3135188505655035,True
78,117.95679999999996,3.795156975261615,True
78,117.95679999999996,6.658178504922866,True
79,119.07909999999993,1.3796585900544995,True
79,119.07909999999993,3.814811576355492,True
79,119.07909999999993,6.679490891023639,True
80,120.20139999999991,1.4302706300607346,True
80,120.20139999999991,3.8361534026950013,True
80,120.20139999999991,6.701998228256619,True
81,121.32369999999989,1.4722712720218991,True
81,121.32369999999989,3.858513826892083,True
81,121.32369999999989,6.725055102394543,True
82,122.44599999999986,1.5074947296102637,True
82,122.44599999999986,3.881607811242996,True
82,122.44599999999986,6.748409036335525,True
83,123.56829999999982,1.539928753936487,True
83,123.56829999999982,3.9051409595787345,True
83,123.56829999999982,6.771927500305959,True
84,124.6905999999998,1.5706022659251435,True
84,124.6905999999998,3.9289382181243866,True
84,124.6905999999998,6.79558753811622,True
85,125.81289999999977,1.597942452649923,True
85,125.81289999999977,3.9529451568448435,True
85,125.81289999999977,6.819351119046375,True
86,126.93519999999975,1.624117762674695,True
86,126.93519999999975,3.977109445021233,True
86,126.93519999999975,6.843208607801112,True
87,128.05749999999972,1.6495412676073402,True
87,128.05749999999972,4.001381953100592,True
87,128.05749999999972,6.867132258657511,True
88,129.1797999999997,1.6742110653546278,True
88,129.1797999999997,4.025706561546865,True
88,129.1797999999997,6.891093642981037,True
89,130.30209999999968,1.69794929209056,True
89,130.30209999999968,4.050059629998311,True
89,130.30209999999968,6.915079101453233,True
90,131.42439999999965,1.7213530746449823,True
90,131.42439999999965,4.07444595635916,True
90,131.42439999999965,6.939081466564727,True
91,132.54669999999962,1.7443492779319392,True
91,132.54669999999962,4.09882759435538,True
91,132.54669999999962,6.963095131259044,True
92,133.66899999999958,1.7671228148879337,True
92,133.66899999999958,4.123215623712382,True
92,133.66899999999958,6.987115918015699,True
93,134.79129999999958,1.7895808459985971,True
93,134.79129999999958,4.147600803564715,True
94,135.91359999999955,1.8115190568712352,True
94,135.91359999999955,4.1719680915274715,True
95,137.03589999999951,1.8332482142892255,True
95,137.03589999999951,4.19634661730147,True
96,138.15819999999948,1.8548951827272102,True
96,138.15819999999948,4.220707023564924,True
97,139.28049999999945,1.876488397202946,True
97,139.28049999999945,4.2450508069902195,True
98,140.40279999999944,1.8979968098174926,True
98,140.40279999999944,4.2693976851787045,True
99,141.5250999999994,1.9194044684380418,True
99,141.5250999999994,4.29372161537829,True
100,142.64739999999938,1.940660231879787,True
100,142.64739999999938,4.318027116850689,True
101,143.76969999999935,1.9617387963629178,True
101,143.76969999999935,4.342336777684474,True
102,144.8919999999993,1.9827738363780727,True
102,144.8919999999993,4.366626230938468,True
103,146.0142999999993,2.0038128159746798,True
103,146.0142999999993,4.390896608480482,True
104,147.13659999999928,2.024769817835903,True
104,147.13659999999928,4.415162242058087,True
105,148.25889999999924,2.0456627240113225,True
105,148.25889999999924,4.439417593911709,True
106,149.38119999999924,2.0665092105187677,True
106,149.38119999999924,4.463654422191175,True
107,150.5034999999992,2.087315332021446,True
107,150.5034999999992,4.487873823150389,True
108,151.62579999999917,2.108086681269378,True
108,151.62579999999917,4.512083545716678,True
109,152.74809999999914,2.1288399479072666,True
109,152.74809999999914,4.536286542284745,True
110,153.8703999999991,2.1495902762427206,True
110,153.8703999999991,4.560471794329239,True
111,154.9926999999991,2.1703431717223842,True
111,154.9926999999991,4.584639492774003,True
112,156.11499999999907,2.191091755474518,True
112,156.11499999999907,4.608789121593581,True
113,157.23729999999904,2.2118390051120977,True
113,157.23729999999904,4.632919420836696,True
114,158.35959999999903,2.232583611897127,True
114,158.35959999999903,4.657030879879516,True
115,159.48189999999897,2.2533269438602956,True
115,159.48189999999897,4.681122734373051,True
116,160.60419999999897,2.274066658221521,True
116,160.60419999999897,4.7051825707317505,True
117,161.72649999999894,2.294807547878647,True
117,161.72649999999894,4.7292009807948325,True
118,162.848799999999,2.3155380849950955,True
118,162.848799999999,4.753153119532566,True
119,163.97109999999904,2.3362126849298077,True
119,163.97109999999904,4.776945707827434,True
120,165.09339999999906,2.356612539026792,True
120,165.09339999999906,4.800156316555644,True
121,166.21569999999912,2.375547525799693,True
121,166.21569999999912,4.820879599979227,True
122,167.33799999999917,2.388849599933831,True
122,167.33799999999917,4.834484582475501,True
