waveform,tau_ms,polarity,magnitude_v,accepted,first_active_spike_ms,first_detector_spike_ms,detector_spike_count,first_spike_phase,end_initiation_flag,max_vm_mv
exponential,1.0,-1,0.0,False,,,0,none,False,-79.96028892286104
exponential,1.0,-1,1000.0,False,,,0,none,False,-71.43564528582122
exponential,1.0,-1,1313.0324344878836,False,,,0,none,False,-62.57950264648754
exponential,1.0,-1,1724.0541740171786,False,2.493947099731611,2.5021741505727775,1,during_first_phase,True,32.72647339993814
exponential,1.0,-1,2263.7390492987734,False,2.1294403374836266,2.139169056796789,1,during_first_phase,True,32.50406193995385
exponential,1.0,-1,2972.362794946059,False,1.894511068395539,1.9053166972192932,1,during_first_phase,True,32.319042772776704
exponential,1.0,-1,3902.808756829234,False,1.728078101578675,1.7397647879652407,1,during_first_phase,True,32.137907156459654
exponential,1.0,-1,5124.51448332012,False,1.6034922732415293,1.61594247763147,1,during_first_phase,True,31.930985672287452
exponential,1.0,-1,6728.653727602236,False,1.506743757395557,1.5199062160359038,1,during_first_phase,True,31.65811090160709
exponential,1.0,-1,8834.940584779548,False,1.4296257096097058,1.4434588323202313,1,during_first_phase,True,31.235980698107635
exponential,1.0,-1,11600.563544588897,False,1.3669186494218606,1.381391764456549,1,during_first_phase,True,30.49064996902263
exponential,1.0,-1,15231.91619238295,False,1.31514281106476,1.3302211489872175,1,during_first_phase,True,30.003485336834792
exponential,1.0,-1,20000.0,False,1.2718488637144343,1.2875114297572265,1,during_first_phase,True,31.77602283238565
